ID,AGE,JOB,MARITAL,EDUCATION,DEFAULT,BALANCE,HOUSING,LOAN,CONTACT,DAY,MONTH,DURATION,CAMPAIGN,PDAYS,PREVIOUS,POUTCOME,TARGET
cl/20062,60,management,divorced,tertiary,no,581,yes,no,cellular,8,aug,89,2,-1,0,,no
cl/44828,34,management,married,tertiary,no,3301,yes,no,cellular,17,sep,164,5,92,6,success,yes
cl/25923,41,blue-collar,married,secondary,no,1449,yes,no,cellular,19,nov,63,1,-1,0,,no
cl/40476,21,student,single,secondary,no,39,no,no,cellular,6,jul,207,2,-1,0,,no
cl/14746,51,blue-collar,married,secondary,no,463,yes,yes,cellular,15,jul,114,4,-1,0,,no
cl/17255,26,blue-collar,single,secondary,no,37,no,yes,cellular,28,jul,301,2,-1,0,,no
cl/31052,71,retired,married,unknown,no,362,no,no,telephone,12,feb,139,2,-1,0,,no
cl/13206,45,admin.,married,secondary,no,3493,yes,no,cellular,8,jul,498,1,-1,0,,no
cl/31652,44,blue-collar,married,secondary,no,545,yes,no,cellular,6,apr,122,3,136,1,failure,no
cl/32666,34,admin.,married,secondary,no,747,yes,yes,cellular,17,apr,248,2,-1,0,,no
cl/32747,47,admin.,single,primary,no,683,no,no,cellular,17,apr,73,1,148,1,failure,no
cl/20611,59,retired,married,secondary,no,566,no,no,cellular,12,aug,464,4,-1,0,,no
cl/39952,52,technician,married,secondary,no,0,no,no,cellular,2,jun,541,3,-1,0,,yes
cl/40639,27,unemployed,single,secondary,no,3276,no,no,cellular,5,aug,106,1,110,2,other,no
cl/31806,57,management,married,tertiary,no,1287,yes,no,cellular,8,apr,180,2,-1,0,,no
cl/30671,31,management,married,tertiary,no,140,no,no,cellular,6,feb,9,8,212,4,other,no
cl/43246,36,blue-collar,married,unknown,no,444,no,no,cellular,8,mar,139,6,279,2,failure,no
cl/22688,40,technician,divorced,secondary,no,237,no,no,cellular,25,aug,87,5,-1,0,,no
cl/33146,56,services,single,secondary,no,699,yes,no,cellular,20,apr,193,1,-1,0,,no
cl/24162,22,technician,single,secondary,no,333,no,yes,telephone,12,nov,129,1,-1,0,,no
cl/33672,37,blue-collar,married,secondary,no,-129,yes,no,cellular,20,apr,123,4,328,1,other,no
cl/7672,38,technician,married,secondary,no,175,yes,no,,30,may,264,1,-1,0,,no
cl/1350,46,blue-collar,married,primary,no,174,yes,yes,,8,may,108,3,-1,0,,no
cl/26278,30,blue-collar,married,secondary,no,10395,yes,no,cellular,20,nov,121,1,-1,0,,no
cl/16445,56,services,married,secondary,no,-229,no,yes,cellular,23,jul,55,10,-1,0,,no
cl/39524,27,student,single,secondary,no,253,no,no,cellular,25,may,242,2,-1,0,,yes
cl/43365,82,retired,divorced,primary,no,1419,no,no,telephone,26,mar,139,1,-1,0,,no
cl/30866,35,technician,single,secondary,no,694,no,no,cellular,9,feb,29,2,-1,0,,no
cl/4324,45,management,married,tertiary,no,199,no,no,,19,may,95,5,-1,0,,no
cl/9365,35,management,single,secondary,no,0,no,no,,6,jun,19,1,-1,0,,no
cl/1952,32,blue-collar,married,secondary,no,150,yes,no,,9,may,1178,4,-1,0,,no
cl/28229,31,management,single,tertiary,no,1073,yes,no,telephone,29,jan,82,1,-1,0,,no
cl/498,44,blue-collar,married,secondary,no,-99,yes,no,,6,may,111,2,-1,0,,no
cl/41624,44,management,married,tertiary,no,1036,no,no,cellular,25,sep,491,1,-1,0,,no
cl/36523,26,student,single,tertiary,no,2182,yes,no,cellular,12,may,42,1,292,1,other,no
cl/21666,40,management,married,tertiary,no,409,no,no,cellular,19,aug,111,2,-1,0,,no
cl/831,42,blue-collar,single,primary,no,19,yes,no,,7,may,158,1,-1,0,,no
cl/3191,50,blue-collar,married,primary,no,5131,yes,no,,15,may,114,2,-1,0,,no
cl/28013,44,housemaid,married,secondary,no,122,no,no,cellular,28,jan,68,2,-1,0,,no
cl/24199,37,self-employed,married,secondary,no,8230,yes,no,cellular,17,nov,51,1,-1,0,,no
cl/10918,43,blue-collar,married,primary,no,103,yes,no,,17,jun,179,2,-1,0,,no
cl/3077,48,technician,married,secondary,no,1764,yes,no,,14,may,125,2,-1,0,,no
cl/5730,40,services,married,secondary,no,-342,yes,no,,26,may,754,1,-1,0,,no
cl/34907,51,management,divorced,tertiary,no,93,yes,yes,cellular,6,may,221,1,-1,0,,no
cl/18737,41,services,married,secondary,no,0,yes,no,cellular,31,jul,40,10,-1,0,,no
cl/13330,26,housemaid,married,primary,no,158,no,yes,cellular,8,jul,416,4,-1,0,,no
cl/23243,36,management,single,tertiary,no,0,no,no,cellular,27,aug,134,2,-1,0,,no
cl/39376,33,management,married,tertiary,no,81,yes,no,cellular,22,may,104,1,186,1,failure,no
cl/30296,35,unemployed,married,primary,no,4564,yes,no,telephone,5,feb,508,1,-1,0,,no
cl/32378,41,admin.,single,secondary,no,669,yes,no,cellular,16,apr,375,2,-1,0,,no
cl/18516,44,technician,married,primary,no,755,no,yes,cellular,31,jul,829,4,-1,0,,yes
cl/43077,48,management,married,tertiary,no,0,no,yes,cellular,19,feb,204,4,182,1,success,yes
cl/40080,55,admin.,married,secondary,no,1662,no,no,cellular,4,jun,94,2,-1,0,,yes
cl/43598,30,management,married,tertiary,no,4328,no,no,cellular,30,apr,262,3,189,11,other,yes
cl/7347,50,technician,married,unknown,no,1268,yes,yes,,29,may,145,2,-1,0,,no
cl/28869,56,blue-collar,married,secondary,no,2190,no,yes,cellular,30,jan,90,2,232,1,failure,no
cl/14552,45,technician,married,unknown,no,557,yes,no,cellular,15,jul,80,4,-1,0,,no
cl/12294,51,services,married,secondary,no,-1136,no,yes,,25,jun,155,1,-1,0,,no
cl/11671,39,housemaid,married,primary,no,4899,no,no,,20,jun,394,2,-1,0,,no
cl/27740,43,technician,divorced,secondary,no,87,yes,no,cellular,28,jan,130,1,247,2,failure,no
cl/5372,43,technician,divorced,secondary,no,353,yes,no,,23,may,153,1,-1,0,,no
cl/5720,31,management,divorced,tertiary,no,895,yes,no,,26,may,202,1,-1,0,,no
cl/28594,45,blue-collar,married,primary,no,185,yes,no,cellular,29,jan,249,3,-1,0,,no
cl/13821,50,blue-collar,divorced,primary,no,-10,no,yes,cellular,10,jul,369,6,-1,0,,no
cl/3987,44,blue-collar,married,primary,no,195,yes,no,,16,may,541,5,-1,0,,no
cl/15491,26,blue-collar,single,secondary,no,341,no,no,cellular,18,jul,225,2,-1,0,,no
cl/74,43,technician,married,secondary,no,1937,yes,no,,5,may,181,1,-1,0,,no
cl/43668,43,self-employed,married,tertiary,no,10072,no,no,cellular,12,may,98,1,77,5,failure,no
cl/37969,33,blue-collar,married,unknown,no,24,yes,no,cellular,14,may,535,1,-1,0,,no
cl/1545,52,blue-collar,married,secondary,no,557,no,no,,8,may,111,3,-1,0,,no
cl/12832,56,housemaid,divorced,secondary,no,977,no,no,cellular,7,jul,1200,1,-1,0,,no
cl/23703,37,self-employed,married,tertiary,no,552,no,no,cellular,28,aug,379,1,-1,0,,no
cl/16597,26,admin.,married,secondary,no,8,yes,yes,cellular,24,jul,46,1,-1,0,,no
cl/42357,31,management,single,tertiary,no,9421,no,no,cellular,25,nov,372,1,-1,0,,yes
cl/36847,35,unemployed,married,secondary,no,194,yes,no,cellular,12,may,192,3,-1,0,,no
cl/32516,44,blue-collar,married,secondary,no,788,yes,no,cellular,17,apr,392,1,-1,0,,no
cl/30092,49,blue-collar,married,secondary,no,171,no,no,cellular,4,feb,19,3,175,2,other,no
cl/18659,52,services,divorced,secondary,no,0,no,no,cellular,31,jul,530,3,-1,0,,no
cl/31651,30,technician,single,secondary,no,10152,yes,no,cellular,6,apr,1108,2,270,1,failure,no
cl/38858,26,technician,single,secondary,no,3519,yes,no,cellular,18,may,283,1,-1,0,,no
cl/2114,54,admin.,married,unknown,no,-337,yes,no,,12,may,288,2,-1,0,,no
cl/24236,54,technician,single,secondary,no,198,yes,yes,cellular,17,nov,120,1,171,2,failure,no
cl/5803,37,blue-collar,married,secondary,no,125,no,no,,26,may,679,2,-1,0,,yes
cl/22279,53,housemaid,married,primary,no,70,no,no,cellular,21,aug,77,8,-1,0,,no
cl/40965,30,management,married,tertiary,no,802,yes,no,cellular,13,aug,105,1,-1,0,,no
cl/29254,52,services,married,secondary,no,416,yes,no,cellular,2,feb,198,2,-1,0,,no
cl/27227,58,technician,married,tertiary,no,289,no,no,telephone,21,nov,182,2,-1,0,,no
cl/12007,31,services,married,secondary,no,356,yes,no,,20,jun,228,5,-1,0,,no
cl/25845,46,unemployed,divorced,secondary,no,3354,yes,no,cellular,19,nov,522,1,174,1,success,yes
cl/33801,33,services,single,tertiary,no,692,no,no,cellular,24,apr,86,1,-1,0,,no
cl/10044,47,retired,married,primary,no,1464,no,no,,11,jun,180,4,-1,0,,no
cl/18591,52,housemaid,married,tertiary,no,554,no,no,cellular,31,jul,44,5,-1,0,,no
cl/37240,39,admin.,divorced,secondary,no,-427,yes,no,cellular,13,may,8,5,-1,0,,no
cl/14538,35,management,divorced,tertiary,no,286,yes,no,cellular,15,jul,164,3,-1,0,,no
cl/29486,35,unemployed,single,primary,no,483,no,no,cellular,3,feb,115,1,-1,0,,no
cl/14416,47,technician,married,secondary,no,0,no,no,telephone,14,jul,81,2,-1,0,,no
cl/29901,47,technician,married,secondary,no,-75,yes,no,cellular,4,feb,57,1,247,1,other,no
cl/177,34,technician,married,secondary,no,51,yes,no,,5,may,19,2,-1,0,,no
cl/14410,41,services,divorced,secondary,no,0,no,no,cellular,14,jul,93,3,-1,0,,no
cl/23141,54,blue-collar,married,primary,no,1111,no,no,telephone,26,aug,385,9,-1,0,,no
cl/25579,49,management,married,tertiary,no,6613,no,no,cellular,19,nov,106,1,155,3,failure,no
cl/4623,31,student,single,tertiary,no,410,yes,no,,20,may,112,2,-1,0,,no
cl/3607,56,blue-collar,married,secondary,no,-382,yes,no,,15,may,278,4,-1,0,,no
cl/20105,39,technician,divorced,secondary,no,454,no,no,cellular,11,aug,73,2,-1,0,,no
cl/21194,60,retired,married,primary,no,97,no,no,cellular,14,aug,210,4,-1,0,,no
cl/32198,59,management,divorced,tertiary,no,893,yes,no,cellular,16,apr,206,4,-1,0,,no
cl/27503,52,blue-collar,married,primary,no,4793,yes,no,telephone,21,nov,61,3,168,2,failure,no
cl/40636,45,admin.,married,secondary,no,153,no,no,cellular,5,aug,277,1,-1,0,,yes
cl/29325,35,blue-collar,married,primary,no,526,yes,no,cellular,2,feb,914,2,-1,0,,no
cl/14056,37,blue-collar,single,secondary,no,263,no,no,cellular,11,jul,143,2,-1,0,,no
cl/12227,45,housemaid,divorced,tertiary,no,2098,no,no,,20,jun,81,3,-1,0,,no
cl/11855,36,housemaid,single,primary,no,207,no,no,,20,jun,1478,5,-1,0,,no
cl/1526,33,admin.,married,secondary,no,61,yes,yes,,8,may,116,2,-1,0,,no
cl/105,44,blue-collar,married,secondary,no,54,yes,no,,5,may,197,1,-1,0,,no
cl/24687,53,management,divorced,tertiary,no,627,yes,no,cellular,17,nov,102,3,-1,0,,no
cl/30869,34,admin.,single,secondary,no,1,yes,no,cellular,9,feb,185,7,280,1,other,no
cl/19402,35,technician,married,secondary,no,-116,no,yes,cellular,6,aug,339,2,-1,0,,no
cl/20258,46,blue-collar,married,unknown,no,8,no,no,cellular,11,aug,79,6,-1,0,,no
cl/35258,58,retired,married,secondary,no,-324,yes,no,cellular,7,may,229,2,-1,0,,no
cl/36765,40,admin.,married,secondary,no,3126,yes,no,cellular,12,may,200,2,-1,0,,no
cl/10997,48,technician,married,secondary,no,178,yes,no,,17,jun,320,4,-1,0,,no
cl/39686,32,blue-collar,married,secondary,no,10287,yes,no,cellular,27,may,281,4,188,1,failure,yes
cl/30206,45,retired,married,secondary,no,900,yes,no,cellular,5,feb,508,4,266,4,other,no
cl/33365,40,technician,single,tertiary,no,825,yes,no,cellular,20,apr,38,1,335,1,other,no
cl/44516,70,retired,married,primary,no,324,no,no,cellular,11,aug,632,1,308,6,other,yes
cl/26446,34,services,single,secondary,no,16,yes,no,cellular,20,nov,340,1,-1,0,,no
cl/17393,34,entrepreneur,married,secondary,no,3994,no,yes,cellular,28,jul,188,3,-1,0,,no
cl/37215,35,blue-collar,divorced,primary,no,289,yes,no,cellular,13,may,296,1,-1,0,,no
cl/43306,38,management,married,unknown,no,76,no,no,cellular,16,mar,261,1,-1,0,,yes
cl/35174,41,blue-collar,married,primary,no,293,yes,yes,cellular,7,may,102,1,-1,0,,no
cl/33772,32,blue-collar,single,secondary,no,228,no,no,telephone,23,apr,67,3,-1,0,,no
cl/21715,52,management,single,tertiary,no,1205,no,no,telephone,19,aug,18,20,-1,0,,no
cl/29222,36,unemployed,married,secondary,no,608,yes,no,cellular,2,feb,114,1,263,3,other,no
cl/33302,34,blue-collar,married,secondary,no,965,yes,no,cellular,20,apr,372,2,332,2,other,no
cl/30964,48,entrepreneur,married,tertiary,no,354,yes,no,cellular,9,feb,37,4,-1,0,,no
cl/21865,37,management,single,tertiary,no,1572,no,no,cellular,20,aug,90,6,-1,0,,no
cl/20915,44,management,divorced,tertiary,no,3321,no,no,cellular,13,aug,73,3,-1,0,,no
cl/15977,44,technician,married,secondary,no,196,no,no,cellular,22,jul,367,1,-1,0,,no
cl/40896,82,retired,married,secondary,no,0,no,no,telephone,12,aug,150,2,-1,0,,no
cl/9564,53,management,married,unknown,no,12001,no,no,,6,jun,207,1,-1,0,,no
cl/27738,38,management,single,tertiary,no,574,yes,no,cellular,28,jan,62,1,-1,0,,no
cl/11624,44,technician,single,primary,no,148,no,no,,19,jun,311,2,-1,0,,no
cl/7569,38,management,divorced,tertiary,no,4425,yes,no,,30,may,162,1,-1,0,,no
cl/5643,32,admin.,married,secondary,no,41,yes,yes,,26,may,117,2,-1,0,,no
cl/16594,38,management,single,tertiary,no,0,no,no,cellular,24,jul,164,1,-1,0,,no
cl/16697,36,management,single,tertiary,no,124,yes,no,telephone,24,jul,308,4,-1,0,,no
cl/8141,35,management,married,tertiary,no,1193,yes,no,,2,jun,101,2,-1,0,,no
cl/35854,53,technician,single,tertiary,no,185,yes,no,cellular,8,may,1448,2,-1,0,,yes
cl/16718,43,unemployed,divorced,secondary,no,0,yes,no,cellular,24,jul,229,2,-1,0,,no
cl/41824,34,admin.,married,tertiary,no,35,yes,no,cellular,15,oct,76,1,69,2,failure,no
cl/27304,57,services,married,secondary,no,2658,yes,no,cellular,21,nov,107,1,190,1,failure,no
cl/9527,28,blue-collar,single,secondary,no,3430,yes,no,,6,jun,72,6,-1,0,,no
cl/16595,51,blue-collar,married,primary,no,603,yes,no,cellular,24,jul,853,2,-1,0,,yes
cl/32300,35,blue-collar,married,secondary,no,485,yes,no,cellular,16,apr,49,1,-1,0,,no
cl/26728,34,management,married,tertiary,no,1518,yes,no,cellular,20,nov,128,2,-1,0,,no
cl/23047,41,technician,married,tertiary,no,231,no,no,cellular,26,aug,428,2,-1,0,,yes
cl/41396,70,retired,married,secondary,no,2626,no,no,cellular,2,sep,140,2,-1,0,,yes
cl/29752,52,admin.,married,primary,no,2281,yes,yes,telephone,4,feb,82,1,244,1,failure,no
cl/35630,42,entrepreneur,married,primary,no,319,yes,no,telephone,8,may,17,9,-1,0,,no
cl/4392,37,management,married,tertiary,no,897,no,no,,20,may,182,1,-1,0,,no
cl/12149,58,self-employed,married,primary,no,728,no,no,,20,jun,112,4,-1,0,,no
cl/28162,48,services,single,secondary,no,133,yes,yes,cellular,29,jan,451,1,197,1,failure,no
cl/30195,26,self-employed,single,secondary,no,1018,no,no,cellular,5,feb,101,1,-1,0,,no
cl/20940,40,housemaid,married,secondary,no,163,no,no,cellular,13,aug,158,7,-1,0,,no
cl/37783,27,blue-collar,married,secondary,no,1295,yes,no,cellular,14,may,1106,1,-1,0,,no
cl/16117,57,entrepreneur,married,unknown,no,975,yes,yes,cellular,22,jul,236,4,-1,0,,no
cl/11903,39,blue-collar,married,secondary,no,3832,yes,no,,20,jun,14,13,-1,0,,no
cl/42840,56,services,married,secondary,no,1989,no,no,cellular,3,feb,336,2,281,2,failure,yes
cl/34894,33,blue-collar,married,secondary,no,0,yes,yes,cellular,6,may,155,5,-1,0,,no
cl/19297,43,management,married,tertiary,no,-127,no,no,cellular,6,aug,400,2,-1,0,,no
cl/11000,43,housemaid,single,primary,no,1354,no,no,,17,jun,183,2,-1,0,,no
cl/30209,44,blue-collar,married,secondary,no,794,yes,no,cellular,5,feb,342,1,252,1,other,no
cl/27370,31,entrepreneur,divorced,secondary,no,82,no,no,telephone,21,nov,114,5,-1,0,,no
cl/1685,34,blue-collar,married,secondary,no,457,yes,no,,9,may,266,1,-1,0,,no
cl/30840,35,unemployed,single,primary,yes,-84,no,no,cellular,9,feb,19,11,-1,0,,no
cl/13214,36,services,married,primary,no,795,no,yes,cellular,8,jul,215,2,-1,0,,no
cl/12438,27,blue-collar,single,primary,no,1128,yes,no,,30,jun,88,4,-1,0,,no
cl/20714,52,technician,married,secondary,no,-384,yes,no,cellular,13,aug,114,4,-1,0,,no
cl/42710,61,retired,married,secondary,no,86,no,no,cellular,25,jan,639,1,94,1,success,yes
cl/27335,39,services,single,secondary,no,158,yes,no,cellular,21,nov,183,1,168,2,failure,no
cl/2780,31,admin.,married,secondary,no,752,yes,no,,14,may,178,1,-1,0,,no
cl/40828,46,management,married,tertiary,no,1600,yes,yes,cellular,11,aug,1244,1,-1,0,,yes
cl/30184,41,admin.,divorced,secondary,no,4,yes,no,cellular,5,feb,232,1,211,1,failure,no
cl/11764,43,admin.,married,secondary,no,584,no,no,,20,jun,27,1,-1,0,,no
cl/26306,34,management,married,primary,no,2200,no,no,cellular,20,nov,168,1,-1,0,,no
cl/4871,30,entrepreneur,married,primary,no,-98,yes,no,,21,may,166,7,-1,0,,no
cl/15822,47,management,divorced,tertiary,no,2105,no,yes,cellular,21,jul,363,1,-1,0,,no
cl/16000,30,entrepreneur,married,secondary,no,-346,yes,yes,cellular,22,jul,88,1,-1,0,,no
cl/14811,32,blue-collar,divorced,secondary,no,8,yes,no,cellular,16,jul,226,1,-1,0,,no
cl/9036,23,services,married,secondary,no,2673,yes,no,,5,jun,81,2,-1,0,,no
cl/21883,30,management,single,secondary,no,46,no,no,cellular,20,aug,93,4,-1,0,,no
cl/5179,31,housemaid,single,secondary,no,540,no,no,,21,may,227,3,-1,0,,no
cl/34259,42,management,single,tertiary,no,10907,no,no,cellular,4,may,74,3,-1,0,,no
cl/25841,32,management,married,tertiary,no,2044,yes,no,cellular,19,nov,477,1,-1,0,,no
cl/25544,36,self-employed,married,secondary,no,189,yes,no,cellular,19,nov,136,1,120,1,failure,no
cl/14535,52,blue-collar,single,primary,no,0,no,no,cellular,15,jul,131,2,-1,0,,no
cl/1866,30,blue-collar,single,secondary,no,18,no,no,,9,may,395,1,-1,0,,no
cl/39407,39,technician,married,secondary,no,116,no,no,cellular,22,may,554,2,-1,0,,yes
cl/19823,47,services,married,secondary,no,405,no,yes,cellular,8,aug,994,2,-1,0,,yes
cl/12611,31,blue-collar,single,secondary,no,-322,no,yes,,4,jul,208,1,-1,0,,no
cl/38854,41,blue-collar,married,primary,no,-75,yes,no,cellular,18,may,115,1,-1,0,,no
cl/17360,49,management,single,tertiary,no,1556,yes,no,cellular,28,jul,674,3,-1,0,,no
cl/36101,31,technician,single,secondary,no,550,yes,yes,telephone,11,may,243,1,-1,0,,no
cl/13756,40,housemaid,divorced,primary,no,-21,yes,no,cellular,10,jul,192,1,-1,0,,no
cl/4834,39,technician,married,secondary,no,3528,yes,no,,21,may,226,1,-1,0,,no
cl/35644,42,blue-collar,married,primary,no,608,yes,no,cellular,8,may,67,2,-1,0,,no
cl/35358,45,housemaid,married,tertiary,no,0,yes,no,telephone,7,may,309,1,-1,0,,no
cl/10304,45,blue-collar,married,primary,no,714,no,no,,12,jun,108,1,-1,0,,no
cl/6668,37,technician,single,secondary,no,779,yes,no,,28,may,85,1,-1,0,,no
cl/7492,35,blue-collar,single,secondary,no,1253,no,no,,29,may,2260,2,-1,0,,no
cl/11294,57,blue-collar,married,unknown,no,4722,yes,no,,18,jun,121,2,-1,0,,no
cl/13328,25,blue-collar,single,secondary,no,224,no,yes,telephone,8,jul,17,4,-1,0,,no
cl/23892,33,services,married,secondary,no,233,no,no,cellular,29,aug,155,2,-1,0,,no
cl/34824,45,unemployed,married,secondary,no,56,yes,no,cellular,6,may,195,1,-1,0,,no
cl/25907,47,admin.,married,secondary,no,2524,yes,no,cellular,19,nov,50,1,-1,0,,no
cl/26681,43,management,married,tertiary,no,2886,no,no,cellular,20,nov,230,1,-1,0,,no
cl/25949,50,management,married,secondary,no,2910,no,no,telephone,19,nov,433,1,113,1,failure,no
cl/12419,51,blue-collar,married,primary,no,-101,yes,yes,,30,jun,60,3,-1,0,,no
cl/21021,44,entrepreneur,married,tertiary,no,624,no,no,telephone,14,aug,552,2,-1,0,,yes
cl/21031,30,services,single,tertiary,no,719,no,yes,cellular,14,aug,38,2,-1,0,,no
cl/5708,32,services,married,secondary,no,241,yes,no,,26,may,266,1,-1,0,,no
cl/1489,34,blue-collar,married,secondary,no,129,yes,no,,8,may,71,2,-1,0,,no
cl/32964,27,unemployed,married,secondary,no,724,yes,yes,cellular,17,apr,200,3,-1,0,,no
cl/31695,53,blue-collar,divorced,secondary,no,1912,yes,yes,cellular,7,apr,210,1,253,2,failure,no
cl/7772,45,management,married,tertiary,no,2022,no,no,,30,may,340,1,-1,0,,no
cl/28863,47,technician,divorced,secondary,no,1194,yes,yes,cellular,30,jan,113,3,-1,0,,no
cl/5856,32,admin.,single,secondary,no,620,yes,no,,26,may,1234,3,-1,0,,yes
cl/41691,34,entrepreneur,single,secondary,no,318,yes,no,cellular,6,oct,88,1,169,3,failure,no
cl/34299,30,entrepreneur,single,secondary,no,572,yes,no,cellular,4,may,220,4,-1,0,,no
cl/23544,50,blue-collar,married,secondary,no,326,no,no,cellular,28,aug,157,9,-1,0,,no
cl/29252,40,services,married,secondary,no,809,no,no,cellular,2,feb,114,1,-1,0,,no
cl/919,37,unemployed,divorced,secondary,no,74,yes,no,,7,may,150,1,-1,0,,no
cl/8931,54,blue-collar,married,secondary,no,2957,yes,no,,4,jun,392,2,-1,0,,no
cl/11625,42,management,divorced,secondary,yes,923,yes,no,,19,jun,129,2,-1,0,,no
cl/41548,61,retired,married,secondary,no,5207,no,no,cellular,11,sep,336,1,81,2,other,no
cl/20176,58,retired,married,unknown,no,0,no,no,cellular,11,aug,273,2,-1,0,,no
cl/43579,41,unemployed,married,tertiary,no,0,no,no,cellular,29,apr,882,1,181,3,success,yes
cl/21379,30,management,married,tertiary,no,10639,no,no,cellular,18,aug,75,2,-1,0,,no
cl/39406,43,services,married,secondary,no,2145,no,no,cellular,22,may,271,1,183,3,failure,yes
cl/10138,31,blue-collar,single,secondary,yes,-9,yes,yes,,11,jun,115,16,-1,0,,no
cl/6781,29,technician,single,secondary,yes,-397,yes,no,,28,may,114,1,-1,0,,no
cl/19131,52,management,married,tertiary,no,547,no,no,cellular,5,aug,112,2,-1,0,,no
